,headlines,raw_links
0,Moderna looks to scale back COVID vaccine manufacturing: report,https://www.fiercepharma.com/pharma/moderna-looks-scale-back-manufacturing-covid-booster-cope-falling-demand-reuters
1,CDC starts push to reverse falling flu vaccine use in key groups, https://www.fiercepharma.com/pharma/cdc-starts-wild-mild-campaign-reverse-falling-flu-vaccine-use-key-groups
2,Japan awarded $115M to Arcturus JV to boost mRNA manufacturing, https://www.fiercepharma.com/manufacturing/japan-awards-115m-arcturus-jv-boost-mrna-manufacturing
3,"BioNTech, Twitter warned for trying to duck vaccine debate", https://www.fiercepharma.com/marketing/biontech-and-x-warned-pr-body-trying-duck-covid-19-vaccine-debate
4,AstraZeneca signs mRNA manufacturing deal with China's CanSino, https://www.fiercepharma.com/manufacturing/astrazeneca-commits-mrna-signs-vaccine-manufacturing-deal-chinas-cansino
5,BioNTech 'carefully watching' costs as COVID vaccine sales sink, https://www.fiercepharma.com/pharma/echoing-pfizer-biontech-carefully-watching-cost-amid-declining-covid-vaccine-sales
6,UPDATED: Takeda yanks FDA application for dengue vaccine Qdenga, https://www.fiercepharma.com/pharma/takeda-yanks-fda-application-dengue-vaccine-citing-data-collection-disagreement
7,Canada pays Novavax $350M for canceled COVID shot orders, https://www.fiercepharma.com/manufacturing/novavax-receive-350m-canada-canceled-covid-vaccine-orders
8,"Fingerpaint buys MYND for market access skills, vaccine pedigree", https://www.fiercepharma.com/marketing/fingerprint-spying-growing-vaccine-market-buys-mynd-expand-market-access-capabilities
9,Sanofi begins construction of another flu vaccine plant, https://www.fiercepharma.com/manufacturing/sanofi-barda-break-ground-another-flu-shot-plant-swiftwater-pa-campus
10,Pfizer wants payment from EU for undelivered vaccine doses: FT, https://www.fiercepharma.com/pharma/pfizer-adjusts-eu-vaccine-deal-still-wants-payment-undelivered-doses-ft
11,Pfizer enlists yet another celeb for its latest COVID vaccine ad, https://www.fiercepharma.com/marketing/pfizer-targeting-younger-demographic-enlists-yet-another-celeb-its-latest-covid-vaccine
12,NYT sues EC for failing to reveal texts with Pfizer CEO Bourla, https://www.fiercepharma.com/pharma/new-york-times-sues-ec-over-failure-reveal-text-messages-pfizer-ceo-bourla
13,"JPM: GSK's Miels talks RSV and mRNA vaccines, oncology setbacks", https://www.fiercepharma.com/pharma/jpm23-conversation-gsks-luke-miels-rsv-and-mrna-vaccines-blenrep-and-zejula-withdrawals-plus
14,2022 drug approvals: Biopharma delivered 37 new drugs, https://www.fiercepharma.com/special-reports/2022-drug-approvals-after-aduhelm-fiasco-fda-endorsements-were-harder-come
15,"Vaccine patch passes clinical test, supporting further trials", https://www.fiercepharma.com/pharma/vaxess-flu-vaccine-patch-passes-early-clinical-test-clearing-path-further-development
16,Vaxxas raises $23M to fund needle-free COVID-19 vaccine trial, https://www.fiercepharma.com/pharma/vaxxas-raises-23m-fund-needle-free-covid-19-vaccine-trial
17,LTS Lohmann leads investment in needle-free delivery specialist, https://www.fiercepharma.com/pharma/lts-lohmann-leads-investment-needle-free-delivery-specialist
18,Moderna pads the case for its bivalent COVID-19 booster, https://www.fiercepharma.com/pharma/modernas-omicron-busting-covid-19-booster-holds-its-own-against-latest-variant-bq11
19,Novartis sells Singapore plant to BioNTech for vax production, https://www.fiercepharma.com/manufacturing/biontech-acquires-novartis-plant-singapore-will-retrofit-mrna-vaccine-production
20,Healthcare Twitter influencers beam over Pfizer's RSV shot data, https://www.fiercepharma.com/marketing/healthcare-twitter-influencers-beam-over-pfizers-rsv-shot-data
21,"Pfizer, GSK prep for battle in the world's first RSV vax market", https://www.fiercepharma.com/marketing/pfizer-gsk-prep-battle-they-look-create-worlds-first-ever-rsv-vaccine-market
22,FDA signs off on Novavax COVID-19 shot for booster use, https://www.fiercepharma.com/pharma/novavax-scores-covid-19-booster-nod-key-eligibility-mrna-vax-recipients
23,FDA approves single-vial version of GSK's Menveo vaccine, https://www.fiercepharma.com/pharma/fda-approves-single-vial-version-gsks-menveo-vaccine-ending-need-reconstitution
24,The top 10 vaccine companies worldwide, https://www.fiercepharma.com/pharma/top-10-vaccine-companies-worldwide
25,"Pfizer, BioNTech enlist Marvel's Avengers in COVID booster push", https://www.fiercepharma.com/marketing/pfizer-biontech-enlist-marvels-avengers-latest-covid-19-vaccine-booster-push
26,"Valneva, IDT Biologika end COVID vaccine deal as demand slides", https://www.fiercepharma.com/manufacturing/valneva-idt-biologika-end-covid-vax-deal-demand-slides
27,Moderna is seeking manufacturing site in Japan: report, https://www.fiercepharma.com/manufacturing/moderna-ceo-bancel-wants-build-plant-japan-pending-long-term-vaccine-deal-report
28,Biovac produces first batch of Pfizer vaccine doses: report, https://www.fiercepharma.com/vaccines/south-africas-biovac-produces-first-pfizer-covid-19-doses-bloomberg-reports
29,Takeda's dengue vaccine nod in Indonesia is the first of many, https://www.fiercepharma.com/vaccines/watershed-moment-takeda-first-dengue-fever-approval-after-over-decade-research
30,AstraZeneca CEO Soriot questions value of boosters—for some, https://www.fiercepharma.com/pharma/astrazeneca-ceo-soriot-says-covid-booster-shots-are-not-good-use-taxpayer-money
31,Takeda's dengue fever vaccine approved in Indonesia, https://www.fiercepharma.com/vaccines/takedas-dengue-fever-vaccine-picks-first-nod-indonesia
32,US adds monkeypox meds while Bavarian Nordic ups capacity, https://www.fiercepharma.com/pharma/us-increases-supply-monkeypox-meds-while-bavarian-nordic-bolsters-supply-capability-through
33,"Pfizer shows key data, setting up pediatric nod for Prevnar 20", https://www.fiercepharma.com/pharma/playing-catch-merck-pfizer-shows-data-could-fetch-prevnar-20-key-approval-babies
34,GSK to supply 12 European countries with pandemic influenza shot, https://www.fiercepharma.com/pharma/latest-pandemic-preparedness-move-gsk-inks-deal-ec-supply-12-european-countries-85-million
35,Bavarian Nordic gets regulatory nods to make monkeypox vax, https://www.fiercepharma.com/manufacturing/bavarian-nordic-gets-regulatory-nods-make-monkeypox-vax-danish-facility
36,Valneva shares slide in wake of EU COVID contract vax slash, https://www.fiercepharma.com/manufacturing/valneva-shares-slide-wake-eu-covid-contract-vax-slash
37,Bavarian Nordic inks yet another Jynneos deal, https://www.fiercepharma.com/vaccines/bavarian-nordic-secures-another-deal-undisclosed-european-country-15-million-jynneos-doses
38,U.S. orders another 2.5 million doses of Jynneos vaccine, https://www.fiercepharma.com/vaccines/bavarian-nordic-inks-another-deal-supply-us-25-more-jynneos-doses
39,Novavax's U.S. COVID-19 vaccine authorization has arrived, https://www.fiercepharma.com/pharma/novavax-long-last-clinches-fda-emergency-nod-protein-based-covid-shot
40,"Alnylam accuses Pfizer, Moderna of infringing a second patent", https://www.fiercepharma.com/pharma/same-day-patent-was-granted-alnylam-claims-pfizer-moderna-infringed-it-making-covid-19
41,CureVac sues BioNTech for infringement on its mRNA technology, https://www.fiercepharma.com/pharma/after-its-own-vaccine-flop-curevac-sues-biontech-infringement-its-development-comirnaty
42,BioNTech opens ambitious African manufacturing push, https://www.fiercepharma.com/pharma/rwanda-biontech-begins-construction-vaccine-manufacturing-initiative-africa
43,Merck's Prevnar rival snags key pediatric nod, https://www.fiercepharma.com/pharma/key-pediatric-nod-mercks-vaxneuvance-its-game-pfizer
44,Both sides blast WTO's patent waiver for COVID vaccines, https://www.fiercepharma.com/pharma/wtos-patent-waiver-covid-vaccines-political-stunt-phrma-says
45,"Moderna, Pfizer vaccines score FDA nod for kids 6 months and up", https://www.fiercepharma.com/pharma/fda-signs-pfizer-moderna-covid-19-vaccines-kids-6-months-and-older
46,A lack of African J&J vaccine orders marks a 'financial failure', https://www.fiercepharma.com/pharma/jjs-production-partner-aspen-no-orders-its-covid-19-shot-warns-lack-demand-sends-incredibly
47,Merck appeals to parents of 9-year-olds in latest HPV ad, https://www.fiercepharma.com/marketing/gardasil-vaccine-maker-merck-appeals-parents-9-year-olds-latest-hpv-awareness-ad
48,"Europe delays Pfizer, BioNTech COVID vaccine deliveries", https://www.fiercepharma.com/pharma/pfizer-biontech-tweak-covid-shot-delivery-timing-europe-bloc-gears-potential-booster
49,Low COVID shot demand is weighing on a Pfizer partner: report, https://www.fiercepharma.com/pharma/another-covid-19-manufacturing-partner-time-pfizers-biovac-warns-production-slump-amid-low
50,Moderna hits back in one of several COVID vaccine patent suits, https://www.fiercepharma.com/pharma/moderna-mounts-defense-covid-19-vaccine-patent-feud-arbutus-genevant
51,COVID vaccine prospects in the back half of 2022 remain unclear, https://www.fiercepharma.com/pharma/biontech-trumpets-strong-first-quarter-pandemic-uncertainty-still-suggests-revenue-decline
52,FDA limits the use of the J&J vax because of blood clot threat, https://www.fiercepharma.com/pharma/back-where-it-started-fda-restricts-use-johnson-johnson-covid-19-vaccine-because-blood-clot
53,Moderna warns people may be under-vaccinated against COVID-19, https://www.fiercepharma.com/pharma/moderna-tunes-booster-pitch-ahead-potential-shift-endemic-covid-19-market-fall
54,Astorg has picked up ascendant manufacturer CordenPharma, https://www.fiercepharma.com/pharma/cordenpharma-part-germanys-mrna-contingency-plan-sold-private-equity-outfit-astorg
55,"GSK soars on Shingrix, COVID-19 antibody", https://www.fiercepharma.com/pharma/glaxosmithkline-soars-shingrix-covid-19-antibody-oncology-lags
56,Analysts expect an autumn rebound after COVID vax sales slump, https://www.fiercepharma.com/pharma/after-slump-covid-19-vaccine-market-will-regain-its-legs-later-year-analysts
57,Sanofi tees off work on its next-gen vaccine plant in Singapore, https://www.fiercepharma.com/pharma/sanofi-revs-work-eu400m-vaccine-factory-future-just-one-two
58,Novavax could still reap $5B in 2022: analyst, https://www.fiercepharma.com/pharma/novavax-fashionably-late-covid-19-vaccine-party-could-still-hit-5b-sales-forecast-2022
59,"J&J reduces revenue forecast for 2022, dropping vaccine sales", https://www.fiercepharma.com/pharma/johnson-johnson-after-weak-quarter-vaccine-sales-will-no-longer-include-it-guidance
60,COVAX countries are rejecting AstraZeneca COVID vaccines, https://www.fiercepharma.com/pharma/poor-countries-are-declining-covid-19-vaccines-astrazeneca-because-shorter-shelf-life
61,Valneva wins nod in U.K. for its COVID-19 vaccine, https://www.fiercepharma.com/pharma/latecomer-valneva-scores-approval-covid-19-vaccine-uk-can-shot-find-its-niche
62,Merck escapes marketing complaints on shingles shot Zostavax, https://www.fiercepharma.com/pharma/merck-evades-aggressive-marketing-claims-tied-once-dominant-shingles-vaccine-zostavax
63,Analysts dial back Pfizer COVID-19 sales estimates for Q1, https://www.fiercepharma.com/pharma/pfizers-first-quarter-haul-could-come-light-analysts-flag-overambitious-paxlovid-and
64,Moderna and Rovi face fresh COVID-19 vaccine contamination woes, https://www.fiercepharma.com/pharma/moderna-recalls-covid-19-vaccine-batch-over-foreign-body-found-cdmo-made-vial-again
65,Catalent to spend $160M to finish building UK facility, https://www.fiercepharma.com/pharma/catalent-spending-160m-complete-construction-uk-biologics-plant
66,Pfizer and Moderna's execs split on need for 4th dose, https://www.fiercepharma.com/pharma/top-pfizer-moderna-execs-odds-need-fourth-covid-19-vaccine-dose
67,Moderna CEO Bancel has a separation package worth $926 million, https://www.fiercepharma.com/pharma/moderna-ceo-bancel-will-have-soft-landing-his-golden-parachute-926-million
68,Curia inks deal with US agencies to supply injectables, https://www.fiercepharma.com/manufacturing/curia-inks-deal-us-agencies-supply-injectables
69,"Cytiva opens Welsh production plant, part of $1.5B expansion", https://www.fiercepharma.com/manufacturing/cytiva-opens-welsh-production-plant-part-15b-expansion-plans
70,Former Warp Speed official Mango talks vaccine manufacturing, https://www.fiercepharma.com/pharma/upcoming-insider-book-operation-warp-speed-mango-discusses-why-vaccine-manufacturing-goal
71,Aspen clinches deal to make and deploy J&J COVID shot in Africa, https://www.fiercepharma.com/pharma/johnson-johnson-locks-vaccine-licensing-deal-aspen-teeing-africas-first-local-covid-19-shot
72,Moderna will enforce mRNA patents in high-income countries, https://www.fiercepharma.com/pharma/moderna-will-provide-access-technology-spikevax-high-income-countries-will-have-pay
73,Moderna faces a patent infringement suit tied to its COVID shot, https://www.fiercepharma.com/pharma/moderna-headed-court-after-arbutus-genevant-call-infringement-patents-related-covid-19
74,2021 drug approvals: Biopharma delivered 55 new drugs, https://www.fiercepharma.com/special-report/2021-s-new-drug-approvals
75,CDC vaccine advisers recommend mRNA vaccines over J&J shot, https://www.fiercepharma.com/pharma/citing-risk-potentially-deadly-blood-clots-cdc-vaccine-advisors-recommend-mrna-pandemic
76,Pfizer's COVID vaccine set to pump $25B sales as late as 2027, https://www.fiercepharma.com/pharma/peak-sales-for-pfizer-s-covid-19-franchise-now-between-50b-60b-2027-vax-sales-at-25b
77,FDA approves AstraZeneca antibody for COVID-19 prevention, https://www.fiercepharma.com/pharma/astrazeneca-scores-approval-for-its-covid-19-antibody-cocktail-a-substitute-for-vaccination
78,"Omicron can partially evade Pfizer, BNT vaccine, companies say", https://www.fiercepharma.com/pharma/pfizer-biontech-say-vax-less-resistant-to-omicron-but-booster-can-restore-protection
79,Hilleman unveils vaccine R&D and manufacturing hub in Singapore, https://www.fiercepharma.com/manufacturing/merck-s-hilleman-laboratories-tees-up-58m-investment-at-new-singapore-vaccine-hub
80,"With omicron fears rising, BioNTech CEO Sahin urges for calm", https://www.fiercepharma.com/pharma/biontech-ceo-sahin-urges-calm-while-saying-much-remains-unknown-about-covid-omicron-variant
81,Sanofi aims to double vaccine sales by 2030, https://www.fiercepharma.com/vaccines/sanofi-aims-to-double-vaccine-sales-by-2030-citing-rsv-and-flu-market-expansion-as-key
82,FDA approves VBI's PreHevbrio just as HBV market is set to grow, https://www.fiercepharma.com/pharma/for-vbi-vaccines-timing-right-as-fda-nod-for-its-hepatitis-b-shot-comes-as-market-set-to
83,"Moderna, Regeneron warn new meds may be needed against omicron", https://www.fiercepharma.com/pharma/regeneron-moderna-warn-their-covid-19-treatments-may-not-work-against-omicron-variant
84,"T-cells give AZ's vax longer duration of protection, CEO says", https://www.fiercepharma.com/pharma/astrazeneca-ceo-soriot-says-its-covid-19-vaccine-superior-to-mrn-shots-preventing
85,Pfizer COVID-19 shot aces long-term test in 12-15 year-olds, https://www.fiercepharma.com/pharma/pfizer-biontech-ace-long-term-test-covid-19-shot-kids-12-15-setting-up-full-approval
86,Pfizer projects 2021 revenue at $81-$82 billion this year, https://www.fiercepharma.com/pharma/pfizer-ups-2021-covid-19-vaccine-sales-projection-to-36-billion-remains-coy-about-future
87,Lilly reveals $1.3B supply deal with US for COVID antibodies, https://www.fiercepharma.com/pharma/once-sidelined-eli-lilly-s-covid-19-antibody-treatment-comeback-trail-supply-agreement-u-s
88,FDA authorizes Pfizer COVID-19 vaccine for kids 5-11 years, https://www.fiercepharma.com/pharma/fda-approves-pfizer-covid-19-vaccine-for-kids-age-5-11-cdc-will-meet-next-week-to-sign-off
89,Takeda's Japan plant reemerges from FDA warning letter, https://www.fiercepharma.com/pharma/takeda-s-japan-plant-reemerges-fda-warning-letter-covid-vaccine-pharma-pipeline-setbacks
90,FDA panel sets up Pfizer's COVID-19 vaccine for approval in kids, https://www.fiercepharma.com/pharma/fda-panel-recommends-pfizer-covid-19-vaccine-for-kids-5-11-setting-it-up-for-approval
91,Pfizer COVID-19 vax data sets shot up for approval in kids 5-11, https://www.fiercepharma.com/pharma/pfizer-biontech-covid-19-vaccine-data-shows-shot-safe-effective-kids-age-5-11-setting-up
92,"Boosters a go for Moderna, J&J; FDA also backs mix and match", https://www.fiercepharma.com/pharma/fda-approves-moderna-johnson-johnson-covid-19-boosters-also-backs-mixing-and-matching
93,"Stelara, Tremfya, Darzalex fuel strong 3rd quarter for J&J", https://www.fiercepharma.com/pharma/johnson-johnson-ups-annual-guidance-strength-oncology-immunology-drug-sales
94,FDA set to endorse the interchangeability of COVID-19 boosters, https://www.fiercepharma.com/pharma/fda-ready-to-bless-mixing-and-matching-covid-19-vaccines-as-boosters-report
95,"FDA delays Moderna shot for 12-17 year-olds, report says", https://www.fiercepharma.com/pharma/fda-delays-nod-for-moderna-s-covid-19-vaccine-12-17-year-olds-because-myocarditis-concerns
96,"COVID vax market will reach $124 billion in 2022, says Airfinity", https://www.fiercepharma.com/pharma/pfizer-moderna-will-rake-a-combined-93-billion-next-year-covid-19-sales-says-analytics-group
97,FDA advisors conclude J&J vaccine should be a two-shot series, https://www.fiercepharma.com/pharma/fda-panel-backs-a-second-shot-johnson-johnson-s-covid-19-vaccine-but-don-t-call-it-a-booster
98,Moderna recommendation mirrors Pfizer booster EUA last month, https://www.fiercepharma.com/pharma/fda-advisors-recommend-moderna-vaccine-to-be-used-as-a-booster-for-elderly-immuno
99,J&J vax recipients see higher antibody counts with mRNA shots, https://www.fiercepharma.com/pharma/johnson-johnson-covid-19-vax-recipients-get-more-protection-from-moderna-pfizer-boosters
100,Moderna says it won't share vaccine recipe with poor nations, https://www.fiercepharma.com/pharma/once-a-feel-good-story-moderna-now-facing-criticism-for-covid-19-vaccine-strategy
101,Pfizer asks for FDA authorization of COVID shot for kids 5 to 11, https://www.fiercepharma.com/pharma/pfizer-requests-nod-for-covid-19-shot-kids-5-11-but-convincing-parents-might-be-a-tough-sell
102,Trial gives further support for co-administration of vaccines, https://www.fiercepharma.com/pharma/trial-shows-sanofi-s-fluzone-and-moderna-s-covid-19-shot-perform-same-when-given-same-doctor
103,Merck's antiviral for COVID won't affect vaccines in short term, https://www.fiercepharma.com/pharma/merck-s-molnupiravir-will-be-complementary-but-not-a-competitor-to-covid-19-vaccines-analyst
104,Merck's Vaxneuvance makes its case for FDA approval in children, https://www.fiercepharma.com/pharma/trial-data-could-push-merck-s-next-gen-vaxneuvance-closer-to-approval-for-kids-and-pose-a
105,Pfizer's Prevnar 20 can be administered with a flu shot: study, https://www.fiercepharma.com/vaccines/pfizer-s-next-gen-prevnar-20-can-be-administered-a-flu-shot-study-finds
106,Pfizer subsidiary says material is undissolved vax substance, https://www.fiercepharma.com/pharma/floating-material-found-pfizer-covid-19-vaccine-vials-japan-but-company-says-it-s-not
107,J&J's Ebola shot excels as part of vaccine combo in trial, https://www.fiercepharma.com/pharma/strong-trial-data-johnson-johnson-bavarian-nordic-a-step-closer-to-who-approval-for-ebola
108,Sinovac said in talks to build vaccine facility in South Africa, https://www.fiercepharma.com/manufacturing/sinovac-said-talks-to-build-vaccine-facility-south-africa
109,"Key FDA officials, global scientists refute COVID booster need", https://www.fiercepharma.com/pharma/two-key-departing-fda-officials-who-refute-need-for-covid-19-boosters-as-white-house-plans
110,EMA warns of rare nerve disorder as side effect of AZ vaccine, https://www.fiercepharma.com/pharma/astrazeneca-s-covid-19-shot-joins-list-vaccines-flagged-for-rare-guillain-barre-syndrome
111,"GSK, Pfizer and J&J race toward $10B-plus RSV market: analyst", https://www.fiercepharma.com/vaccines/gsk-pfizer-and-johnson-johnson-race-toward-10b-rsv-vaccine-market-analyst
112,Moderna taps National Resilience for COVID vax production duties, https://www.fiercepharma.com/pharma/moderna-taps-national-resilience-s-new-canadian-manufacturing-site-for-covid-19-vaccine
113,Novavax-Takeda reveal plans to provide 150M doses to Japan, https://www.fiercepharma.com/pharma/confidence-waning-moderna-vaccine-japan-takeda-reveals-plans-vaccine-partnership-novavax
114,AstraZeneca strikes COVID-19 vaccine delivery deal with EU, https://www.fiercepharma.com/pharma/astrazeneca-strikes-covid-19-vaccine-delivery-deal-europe-ending-month-s-long-legal-battle
115,U.S. will spend $2.7 billion to bolster vaccine manufacturing, https://www.fiercepharma.com/pharma/response-to-recent-criticism-u-s-will-spend-2-7-billion-vaccine-manufacturing
116,J&J doses shipped from South Africa to Europe will be sent back, https://www.fiercepharma.com/pharma/j-j-covid-19-vaccines-shipped-from-south-africa-to-europe-to-be-sent-back-as-aspen-looks-to
117,Moderna IDs source of particulates amid new contamination report, https://www.fiercepharma.com/pharma/amid-another-report-contaminants-japan-moderna-s-covid-19-vaccine-faces-increased-scrutiny
118,"Merck, Amgen test double-digit drug price hikes: analysts", https://www.fiercepharma.com/pharma/merck-amgen-adopt-double-digit-price-hikes-test-to-pharma-s-drug-cost-limits-analysts
119,Japan halts more Moderna vaccine doses after 2 deaths, https://www.fiercepharma.com/pharma/moderna-suspends-1m-more-vaccine-doses-after-death-2-japan-and-more-contaminants-found
120,"BioNTech eyes Rwanda, Senegal for malaria, TB vaccine production", https://www.fiercepharma.com/pharma/biontech-selects-rwanda-senegal-for-potential-malaria-and-tuberculosis-mrna-vaccine
121,Brazil company to produce Pfizer-BioNTech COVID-19 vaccines, https://www.fiercepharma.com/pharma/pfizer-biontech-sign-eurofarma-brazil-for-covid-19-vaccine-production
122,Pfizer backs up its COVID-19 booster boast with positive data, https://www.fiercepharma.com/pharma/pfizer-biontech-reveal-late-stage-data-to-support-value-covid-19-booster-shots
123,Moderna investigating contamination of COVID-19 shots in Japan, https://www.fiercepharma.com/pharma/moderna-investigating-reports-contamination-covid-19-vaccines
124,"EU blesses Catalent, Delpharm sites to produce mRNA COVID shots", https://www.fiercepharma.com/pharma/catalent-delpharm-manufacturing-sites-win-eu-s-blessing-to-produce-millions-pfizer-moderna
125,"Sanofi, GSK and Seqirus prep for near-record flu shot sales", https://www.fiercepharma.com/pharma/recipe-for-disaster-sanofi-gsk-and-seqirus-prep-for-near-record-flu-shot-deliveries-as-delta
126,EMA examining link between mRNA vaccines and 3 disorders, https://www.fiercepharma.com/pharma/europe-probing-link-between-pfizer-biontech-moderna-covid-vaccines-and-skin-condition-2
127,Moderna outlines plans for new Canadian mRNA manufacturing site, https://www.fiercepharma.com/manufacturing/moderna-scouts-plans-for-new-canadian-mrna-vaccine-manufacturing-site-and-more-could
128,Novavax deal helps Europe diversify its COVID-19 vaccine stock, https://www.fiercepharma.com/pharma/supply-problems-solved-novavax-completes-deal-europe-to-supply-200m-covid-19-vaccine-doses
129,Full endorsement for Pfizer COVID shot could come by Labor Day, https://www.fiercepharma.com/pharma/delta-variant-surging-fda-a-sprint-to-grant-full-approval-to-pfizer-biontech-vaccine
130,"Shots delivered to Mexico, Canada were not properly vetted", https://www.fiercepharma.com/pharma/u-s-supplied-mexico-canada-astrazeneca-covid-19-vaccines-had-not-been-properly-sanctioned
131,Merck earnings up 22% fueled by Gardasil's rebound, https://www.fiercepharma.com/pharma/gardasil-bounces-back-even-better-than-expected-fueling-a-strong-earnings-quarter-for-merck
132,Pfizer expects 2021 COVID-19 vax sales of $33.5B, https://www.fiercepharma.com/pharma/pfizer-now-expects-covid-19-vaccine-sales-33-5b-a-7-5b-increase-from-3-months-ago
133,FDA nod opens GSK's Shingrix to new patient population, https://www.fiercepharma.com/vaccines/as-glaxosmithkline-works-to-get-shingrix-back-track-fda-approval-increases-key-vaccine-s
134,"COVID booster? Leave that to the FDA for now, CDC says", https://www.fiercepharma.com/pharma/j-j-s-covid-19-shot-scores-safety-backing-from-cdc-experts-but-need-for-boosters-left
135,New U.S. deal brings Pfizer-BioNTech vaccine supply to 500M, https://www.fiercepharma.com/pharma/pfizer-biontech-sign-u-s-to-provide-200-million-more-covid-19-vaccine-doses
136,$200M from U.S. boosts Aspen's vax production in South Africa, https://www.fiercepharma.com/pharma/a-200m-injection-from-u-s-will-allow-aspen-to-produce-more-johnson-johnson-covid-19-vaccines
137,Pfizer-BioNTech set to produce shots in Africa by end of 2021, https://www.fiercepharma.com/pharma/agreement-biovac-pfizer-biontech-extend-their-covid-19-vaccine-manufacturing-network-to
138,"With Vaxneuvance nod, Merck set to challenge Pfizer's dominance", https://www.fiercepharma.com/pharma/next-gen-pneumococcal-vaccine-race-as-merck-answers-pfizer-s-approval-one-its-own
139,"Pfizer pushing for booster approval, but is effort premature?", https://www.fiercepharma.com/pharma/pfizer-pushing-for-booster-approval-fda-but-will-u-s-be-board
140,"Pfizer, CDC send mixed messages on COVID-19 boosters", https://www.fiercepharma.com/pharma/staying-vigilant-pfizer-and-biontech-plot-delta-busting-covid-19-booster-shot
141,"Lawsuit targets Emergent CEO, others for alleged insider trading", https://www.fiercepharma.com/pharma/latest-lawsuit-aimed-at-emergent-targets-7-for-insider-trading-including-ceo-kramer-who-made
142,Pfizer and CDC panel at odds over when COVID boosters needed, https://www.fiercepharma.com/pharma/pfizer-sees-boosters-as-a-way-to-stop-covid-s-spread-although-a-key-cdc-panel-doesn-t-see-it
143,"Warning label coming for Pfizer, Moderna COVID-19 vaccines", https://www.fiercepharma.com/pharma/fda-says-label-warning-coming-for-heart-inflammation-pfizer-bnt-moderna-covid-19-vaccines
144,Moderna banks $3.3B in latest US COVID-19 vaccine supply deal, https://www.fiercepharma.com/pharma/moderna-banks-3-3b-latest-covid-19-vaccine-supply-deal-us-rounding-out-government-s
145,"Novavax can forget U.S., but shot can still be a global force", https://www.fiercepharma.com/pharma/novavax-covid-19-vaccine-delays-will-impact-u-s-uptake-but-big-global-market-still-awaits
146,AstraZeneca scores a win in COVID-19 vaccine lawsuit with EU, https://www.fiercepharma.com/pharma/astrazeneca-scores-a-win-lawsuit-over-covid-19-vaccine-supply-shortcomings-europe
147,"GSK, Bayer stand by CureVac after COVID vaccine trial shortfall", https://www.fiercepharma.com/pharma/gsk-bayer-stand-by-curevac-for-now-following-disappointing-covid-19-vaccine-trial-flow
148,"GSK, Sanofi vaccines safe from an mRNA downfall, analysts argue", https://www.fiercepharma.com/pharma/while-mrna-saved-covid-19-day-gsk-and-sanofi-vaccines-likely-safe-beyond-pandemic-analysts
149,"Pfizer, AZ shots effective vs. Delta variant: real-world study", https://www.fiercepharma.com/pharma/two-shots-pfizer-astrazeneca-vaccine-effective-against-delta-variant-says-u-k-real-world
150,"With expiration near, FDA extends J&J COVID shot shelf life", https://www.fiercepharma.com/pharma/j-j-s-covid-19-vaccine-cleared-by-fda-for-more-time-shelf-just-as-millions-doses-were-set-to
151,U.S. to buy 500 million Pfizer COVID-19 shots for donation, https://www.fiercepharma.com/pharma/u-s-will-purchase-500-million-pfizer-covid-19-vaccine-doses-to-distribute-to-needy-countries
152,Pfizer nabs next-gen pneumococcal vaccine nod before rival Merck, https://www.fiercepharma.com/pharma/a-vaccine-roll-pfizer-gains-fda-nod-for-its-20-valent-pneumococcal-follow-to-prevnar-13
153,Moderna could bring in $15B in 2022 COVID-19 sales: analysts, https://www.fiercepharma.com/pharma/optimistic-about-future-need-for-covid-19-vaccines-moderna-could-bring-about-15b-2022-sales
154,Valneva COVID-19 shot sales could hit $1.1B next year: analysts, https://www.fiercepharma.com/pharma/it-s-not-too-late-for-valneva-analysts-eye-1-1b-covid-19-vaccine-sales-next-year
155,Samsung beefs up capacity for mRNA vaccine production, https://www.fiercepharma.com/pharma/samsung-adds-mrna-vaccine-substance-capacity-will-have-one-stop-site-for-manufacture-moderna
156,Moderna to launch single-dose COVID-19 vax next year in India, https://www.fiercepharma.com/pharma/moderna-will-launch-a-single-dose-covid-19-vaccine-next-year-india-report-says
157,"Moderna's COVID-19 vaccine aces trial in teens, teeing up filing", https://www.fiercepharma.com/pharma/moderna-s-covid-19-vaccine-aces-trial-teens-teeing-up-filing-age-group-next-month
158,"Looking for edge vs. Merck, Pfizer kicks off two-vaccine trial", https://www.fiercepharma.com/pharma/pfizer-begins-testing-elderly-co-administered-covid-19-booster-and-prevnar-20-vaccines
159,Done deal: Pfizer-BioNTech to supply 1.8B vaccine doses to EU, https://www.fiercepharma.com/pharma/it-s-official-pfizer-biontech-ink-enormous-deal-europe-to-provide-1-8b-covid-19-vaccine
160,IFPMA details plan to solve inequities in vaccine availability, https://www.fiercepharma.com/pharma/industry-trade-association-lays-out-five-step-plan-to-solve-inequities-covid-19-vaccine
161,"In study, mRNA vaccines showed effectiveness against variants", https://www.fiercepharma.com/pharma/study-shows-covid-19-vaccines-from-moderna-pfizer-biontech-are-effective-vs-variants
162,CDC rids COVID vaccine coadministration rule to pharma's benefit, https://www.fiercepharma.com/pharma/cdc-throws-out-covid-19-vaccine-coadministation-rule-to-boost-routine-immunizations-but
